intent,text
atis_abbreviation,"What does the term ""73s"" refer to?"
atis_abbreviation,Can you provide an explanation of what 73s means?
atis_abbreviation,How would you define the expression 73s?
atis_abbreviation,Could you explain the meaning of 73s?
atis_abbreviation,What does the term 73s signify?
atis_abbreviation,In what context is 73s used and what does it mean?
atis_abbreviation,What is the definition of the letter 'm'?
atis_abbreviation,Can you explain the meaning of the alphabet character 'm'?
atis_abbreviation,How would you define the symbolism behind the letter 'm'?
atis_abbreviation,"What is the meaning of ""m""?"
atis_abbreviation,"Could you explain what ""m"" signifies?"
atis_abbreviation,"Can you provide a definition for the letter ""m""?"
atis_abbreviation,Could you provide a definition for the fare code H?
atis_abbreviation,What is the meaning of the fare code H?
atis_abbreviation,How would you explain the significance of fare code H?
atis_abbreviation,Can you explain the meaning of fare code H?
atis_abbreviation,I am curious about the definition of fare code H.
atis_abbreviation,Is there a way you could elucidate what fare code H signifies?
atis_abbreviation,Can you provide an explanation of TPA?
atis_abbreviation,What exactly does the acronym TPA stand for?
atis_abbreviation,Could you give me a definition of TPA?
atis_abbreviation,What exactly does TPA stand for?
atis_abbreviation,Can you provide an explanation of what TPA is?
atis_abbreviation,How would you define TPA?
atis_abbreviation,Could you explain the meaning of the fare code bn?
atis_abbreviation,What is the definition of fare code bn?
atis_abbreviation,Would you be able to clarify the significance of fare code bn?
atis_abbreviation,What is the definition of fare code BN?
atis_abbreviation,Could you explain the meaning of fare code BN?
atis_abbreviation,What exactly does fare code BN indicate?
atis_abbreviation,What is the meaning of ap 20? 
atis_abbreviation,Could you explain the significance of ap 20? 
atis_abbreviation,In what context would one use the term ap 20 and what does it signify?
atis_abbreviation,Can you explain the meaning of AP 20?
atis_abbreviation,Kindly share the definition of AP 20.
atis_abbreviation,What is the interpretation of AP 20?
atis_abbreviation,Can you explain the meaning of q?
atis_abbreviation,In what way can you define q?
atis_abbreviation,What is the definition of q?
atis_abbreviation,Can you provide an explanation for the meaning of q?
atis_abbreviation,"I'm curious about the definition of q, could you enlighten me?"
atis_abbreviation,Could you clarify what the letter q signifies?
atis_abbreviation,Could you tell me which category fare code q belongs to?
atis_abbreviation,Please identify the class that is associated with fare code q.
atis_abbreviation,I am wondering what kind of travel class is affiliated with fare code q.
atis_abbreviation,"""Which class corresponds to fare code q?"" "
atis_abbreviation,"""Under which category does fare code q fall in the classes?"" "
atis_abbreviation,"""In what classification can fare code q be placed under?"""
atis_abbreviation,Can you provide an explanation for the meaning of fare code bh?
atis_abbreviation,What is the definition of fare code bh?
atis_abbreviation,Could you clarify what fare code bh signifies?
atis_abbreviation,Could you explain the meaning of fare code bh?
atis_abbreviation,What is the definition of fare code bh?
atis_abbreviation,Can you clarify what fare code bh refers to?
atis_abbreviation,Can you explain the meaning of cvg?
atis_abbreviation,"I'm not familiar with cvg, could you clarify what it is?"
atis_abbreviation,What does cvg refer to?
atis_abbreviation,"""Could you explain the meaning of cvg?"""
atis_abbreviation,"""What is the definition of cvg?"""
atis_abbreviation,"""What does cvg stand for?"""
atis_abbreviation,"Could you explain the meaning of ""ua""?"
atis_abbreviation,"What is the definition of the term ""ua""?"
atis_abbreviation,"Can you provide me with a description of what ""ua"" signifies?"
atis_abbreviation,What's the meaning of ua?
atis_abbreviation,Could you provide the definition of ua?
atis_abbreviation,In what context is ua used and what is its significance?
atis_abbreviation,"Could you explain the meaning of ""d9s"" to me, please?"
atis_abbreviation,"I'm not familiar with the term ""d9s"". Can you give me some information about it?"
atis_abbreviation,"Would you mind clarifying what ""d9s"" refers to?"
atis_abbreviation,Can you provide me with a definition of d9s?
atis_abbreviation,"I am unfamiliar with the term, could you explain what d9s means?"
atis_abbreviation,Could you clarify the meaning of d9s for me?
atis_abbreviation,What is the meaning of fare code F?
atis_abbreviation,Can you explain what fare code F represents?
atis_abbreviation,How would you define the significance of fare code F?
atis_abbreviation,Can you provide an explanation for the meaning of fare code F?
atis_abbreviation,What is the definition of fare code F? 
atis_abbreviation,Could you clarify the significance of fare code F?
atis_abbreviation,Can you explain the meal code sb?
atis_abbreviation,What does the meal code sb signify?
atis_abbreviation,Could you provide me with details about the meaning of meal code sb?
atis_abbreviation,Could you provide me with information about the meal code SB?
atis_abbreviation,"I am not familiar with the meal code SB, can you explain what it means?"
atis_abbreviation,Would you mind sharing the definition of meal code SB?
atis_abbreviation,Could you explain the meaning of fare code y?
atis_abbreviation,What is the definition of fare code y?
atis_abbreviation,Would you please tell me what fare code y stands for?
atis_abbreviation,Can you explain the meaning of fare code y?
atis_abbreviation,What is the definition of fare code y?
atis_abbreviation,Could you tell me what fare code y implies?
atis_abbreviation,Can you tell me the meaning of fare code m?
atis_abbreviation,"I am not familiar with fare code m, can you explain it to me?"
atis_abbreviation,What exactly does fare code m represent?
atis_abbreviation,Could you provide an explanation of fare code m?
atis_abbreviation,What does fare code m mean specifically?
atis_abbreviation,How would you define fare code m?
atis_abbreviation,Can you expound on the meaning of fare code F?
atis_abbreviation,I'm curious to know the definition of the fare code labeled as F.
atis_abbreviation,Could you provide some information about what fare code F refers to?
atis_abbreviation,Can you explain the meaning of fare code f?
atis_abbreviation,Please clarify what is meant by fare code f.
atis_abbreviation,Could you provide a definition for fare code f?
atis_abbreviation,Could you explain the significance of restriction ap58?
atis_abbreviation,"I am curious about the interpretation of restriction ap58, could you clarify?"
atis_abbreviation,Is there a specific meaning behind the limitation ap58?
atis_abbreviation,Can you explain the significance of restriction ap58?
atis_abbreviation,How would you define limitation ap58?
atis_abbreviation,Could you provide a description of the constraint known as ap58?
atis_abbreviation,Can you explain the meaning of ap 57?
atis_abbreviation,I am curious about the significance of ap 57. Could you elaborate?
atis_abbreviation,Could you provide some insights into what ap 57 refers to?
atis_abbreviation,What is the meaning of ap 57?
atis_abbreviation,Can you explain what ap 57 signifies?
atis_abbreviation,I'm curious about the definition of ap 57.
atis_abbreviation,For what does the abbreviation 'US' stand?
atis_abbreviation,What is the meaning of the abbreviation 'US'?
atis_abbreviation,Could you provide me with the expansion of the abbreviation 'US'?
atis_abbreviation,Can you provide me with the full form of abbreviation US?
atis_abbreviation,Do you know what does the acronym US represent?
atis_abbreviation,Could you tell me the expansion of US abbreviation?
atis_abbreviation,Can you explain the meaning of PHL?
atis_abbreviation,"I am unfamiliar with PHL, could you provide a definition?"
atis_abbreviation,What does the acronym PHL stand for?
atis_abbreviation,"Could you explain the meaning of the term ""PHL""? "
atis_abbreviation,
atis_abbreviation,"What exactly does ""PHL"" stand for? "
atis_abbreviation,
atis_abbreviation,"Can you provide a definition for the acronym ""PHL""?"
atis_abbreviation,Could you explain the meaning of fare code QO?
atis_abbreviation,"I am curious about what fare code QO stands for, would you mind clarifying that?"
atis_abbreviation,Can you provide me with a definition or explanation of fare code QO?
atis_abbreviation,"""Could you provide the definition of fare code qo?"""
atis_abbreviation,"""What is the meaning of the fare code qo?"""
atis_abbreviation,"""Can you explain what fare code qo signifies?"""
atis_abbreviation,"What is the meaning of ""not sa""?"
atis_abbreviation,"Can you explain what ""sa"" does not mean?"
atis_abbreviation,"In what context is ""not sa"" used and what is its significance?"
atis_abbreviation,"What is the meaning of ""not sa""?"
atis_abbreviation,"Can you explain what ""sa not"" signifies?"
atis_abbreviation,"Define the term ""non-sa""."
atis_abbreviation,Could you explain the limitations of AP 57?
atis_abbreviation,What types of constraints apply to AP 57?
atis_abbreviation,In what ways is AP 57 restricted?
atis_abbreviation,"""Can you explain the limitations of AP 57?"""
atis_abbreviation,"""What are the boundaries set by AP 57?"""
atis_abbreviation,"""Could you elaborate on the constraints imposed by AP 57?"""
atis_abbreviation,Can you explain the meaning of MCI?
atis_abbreviation,"I am curious, what exactly does MCI signify?"
atis_abbreviation,Could you give me a definition of MCI?
atis_abbreviation,Can you provide a definition for MCI?
atis_abbreviation,What does the acronym MCI stand for?
atis_abbreviation,Could you explain what MCI means?
atis_abbreviation,"""What is the meaning of hp?"""
atis_abbreviation,"""Can you tell me the full form of hp?"""
atis_abbreviation,"""Explicate the abbreviation hp."""
atis_abbreviation,"Can you tell me the meaning of the acronym ""hp""?"
atis_abbreviation,"What does the abbreviation ""hp"" signify?"
atis_abbreviation,"Can you provide me with an explanation for what ""hp"" stands for?"
atis_aircraft,Can you provide information about the aircraft model known as an M80?
atis_aircraft,What can you share with me regarding M80 aircrafts?
atis_aircraft,Could you describe the characteristics of an aircraft named M80?
atis_aircraft,Can you provide me with information on the aircraft referred to as an m80?
atis_aircraft,What can you tell me about the type of plane known as an m80?
atis_aircraft,Could you enlighten me on the characteristics of the aircraft called an m80?
atis_aircraft,Can you provide a catalogue of planes scheduled for departures from Charlotte?
atis_aircraft,What are the different kinds of aircrafts that are assigned to all flights originating from Charlotte?
atis_aircraft,Please enumerate the types of airplanes utilized in every flight commencing from Charlotte.
atis_aircraft,What are the types of planes utilized for every flight originating from Charlotte?
atis_aircraft,Can you provide a compilation of the different aircraft models used on all flights departing from Charlotte?
atis_aircraft,Please enumerate the various kinds of airplanes employed in each flight that takes off from Charlotte.
atis_aircraft,What kind of planes will depart from Cleveland and arrive in Dallas before midday?
atis_aircraft,"Before noon, which aircraft models are in operation for flights from Cleveland to Dallas?"
atis_aircraft,Can you specify the types of airplanes that will be taking off from Cleveland and landing in Dallas prior to 12 PM?
atis_aircraft,"Before noon, what kind of planes are departing from Cleveland to Dallas?"
atis_aircraft,What class of aircraft is scheduled for the morning flight from Cleveland to Dallas?
atis_aircraft,Can you tell me the type of airplanes that will be flying from Cleveland to Dallas before noon?
atis_aircraft,What is the model of the D9S aircraft?
atis_aircraft,Can you provide information about the D9S plane's specifications?
atis_aircraft,Could you describe the D9S airplane and its features?
atis_aircraft,Can you tell me the specific kind of aircraft that a D9S is?
atis_aircraft,I'm curious about what category of airplane does D9S belong to?
atis_aircraft,Could you provide information on the type or model of plane being referred to as D9S?
atis_aircraft,Which aircraft model is employed for the 4:19 pm American flight?
atis_aircraft,Could you tell me the specific type of plane used for the 419 pm departure of American Airlines?
atis_aircraft,What kind of airplane is utilized by American Airlines for its departing flight scheduled at 4:19 pm?
atis_aircraft,"""Which kind of airplane is employed for the 4:19 pm departure of the American flight?"""
atis_aircraft,"""What make and model of aircraft will be utilized by the 419 pm American flight?"""
atis_aircraft,"""For the 419 pm American flight, what specific type of airplane will be in use?"""
atis_aircraft,How many kinds of US Air planes are available at the Charlotte airport?
atis_aircraft,"In Charlotte airport, what is the number of distinct aircraft types offered by US Air?"
atis_aircraft,What is the count of various aircraft models provided by US Air at Charlotte airport?
atis_aircraft,What is the count of different types of aircraft available for US Air at Charlotte airport?
atis_aircraft,"At Charlotte airport, what are the number of diverse aircraft options that US Air has?"
atis_aircraft,Can you indicate the varying sorts of planes accessible for US Air at the Charlotte airport?
atis_aircraft,Can you provide some information regarding the M80 plane?
atis_aircraft,What do you know about the M80 plane?
atis_aircraft,Could you describe the characteristics of the M80 aircraft?
atis_aircraft,Can you provide some information about the M80 aircraft?
atis_aircraft,What can you tell me about the M80 airplane?
atis_aircraft,Could you share some insights regarding the M80 aviation?
atis_aircraft,Can you identify what kind of airplane is utilized for a morning flight departing from Cleveland and arriving at Dallas?
atis_aircraft,Please determine the category of aircraft that is employed on a pre-noon departure from Cleveland headed towards Dallas.
atis_aircraft,What type of plane is being used for a morning flight from Cleveland to Dallas that departs before noon?
atis_aircraft,"What is the aircraft model used for a flight departing Cleveland and heading to Dallas, scheduled before midday?"
atis_aircraft,Specify the kind of airplane employed on a pre-noon trip from Cleveland to Dallas.
atis_aircraft,Identify the category of aircraft operating on an early morning flight originating in Cleveland and arriving at Dallas.
atis_airfare,Can you tell me what the cheapest ticket price is for a trip from Boston to Salt Lake City?
atis_airfare,I'm wondering what the most affordable way to travel from Boston to Salt Lake City is - any ideas?
atis_airfare,What's the lowest fare available for a journey that takes you from Boston to Salt Lake City?
atis_airfare,"""What is the cheapest rate for a trip from Boston to Salt Lake City?"""
atis_airfare,"""What is the most affordable ticket price for traveling from Boston to Salt Lake City?"""
atis_airfare,"""What is the lowest cost fare available for a journey between Boston and Salt Lake City?"""
atis_airfare,"""Obtain the costs of traveling between Washington and Montreal."""
atis_airfare,"""Retrieve the prices for a trip from Washington D.C to Montreal."""
atis_airfare,"""Acquire information regarding the fares required for a journey from Washington to Montreal."""
atis_airfare,Obtain the prices for travelling from Washington to Montreal.
atis_airfare,Retrieve the fares for a trip between Washington and Montreal.
atis_airfare,Acquire information on the costs of transportation from Washington to Montreal.
atis_airfare,What is the price for a round trip flight from Columbus to St. Louis on TWA?
atis_airfare,Could you tell me the cost of a round trip airfare from Columbus to St. Louis with TWA?
atis_airfare,How much money do I need to spend on a return ticket from Columbus to St. Louis if I choose TWA as my airline?
atis_airfare,What is the round trip expense of traveling from Columbus to St. Louis on TWA?
atis_airfare,What amount should I expect to pay for a return flight from Columbus to St. Louis with TWA?
atis_airfare,How much would it cost me to fly round trip from Columbus to St. Louis through TWA?
atis_airfare,"""How much would it cost for a first-class round-trip ticket from Detroit to St. Petersburg?"""
atis_airfare,"""What is the price of a round-trip first-class airline ticket from Detroit to St. Petersburg?"""
atis_airfare,"""Could you let me know the fare for a first-class round trip flight from Detroit to St. Petersburg?"""
atis_airfare,"""How much does a first class round trip ticket from Detroit to St. Petersburg cost?"""
atis_airfare,"""What is the price of a first class return airfare from Detroit to St. Petersburg?"""
atis_airfare,"""Could you tell me the cost of a first class flight for a round trip between Detroit and St. Petersburg?"""
atis_airfare,Can you provide me with the cost of a round-trip first-class airfare from India to Memphis via Indianapolis?
atis_airfare,What is the price range for a round-trip first-class flight from India to Memphis with a layover in Indianapolis?
