intent,text,no_taboo_words
atis_flight,What are the available departures from Atlanta going to Toronto on Friday afternoon?,True
atis_flight,"Looking for a convenient way to travel to Salt Lake City this April, can you assist me with booking a Delta Airlines flight from Orlando?",True
atis_ground_service,"""I require a vehicle rental in Tampa.""",True
atis_flight,Are there any direct transportation services available between Montreal and Orlando? ,True
atis_flight,"I would like to see the itinerary for Delta carrier's 486 numbered trip, can you show it to me?",True
atis_abbreviation,How do you interpret limitations in AP 57?,True
atis_flight,Can you provide details of the scheduled departure from Oakland to Salt Lake City last Wednesday?,True
atis_ground_service,Please elaborate on the options available for commuting between Nashville airport and the rest of the city.,True
atis_airfare,"I require transportation from Nashville, Tennessee to Seattle.",True
atis_flight,Search for means of air transportation from Memphis to Cincinnati leaving on Sunday.,True
atis_flight,Are there any means of commuting from Dallas to Houston past midnight?,True
atis_flight,Looking for a luxurious way to travel from Pittsburgh to Newark on Monday mornings? What are my choices?,True
atis_flight,How can I get to Newark from Pittsburgh with top-notch amenities and comfort on Monday morning?,True
atis_airline,Name all the companies with flights departing from or arriving at Denver.,True
atis_airline,"""Which company does the abbreviation DL represent in the aviation industry?""",True
atis_airline,What is the name of the US-based carrier?,True
atis_ground_service,Can you suggest a way for me to get around Boston during late hours?,True
atis_airfare,Please enlist the expenses of traveling via coach class for a round trip journey between Detroit and St. Petersburg.,True
atis_flight,Is there a Delta Airlines travel option available for flying between Toronto and San Diego?,True
atis_airline,Which aviation company operates under the US jurisdiction?,True
atis_airline,What is the name of the aviation company hp operates with?,True
atis_airfare,How expensive is a top-tier round-trip voyage from Detroit to St. Petersburg?,True
atis_flight,How can I get from LA to Pittsburgh on a Tuesday?,True
atis_airfare,What is the cheapest way to get from Boston to Salt Lake City?,True
atis_ground_service,How can I travel to New York City from LaGuardia Airport?,True
atis_airfare,Obtain the cost for traveling on Saturday from Washington to Toronto.,True
atis_airfare,"Can you display the most economical route from San Francisco to Houston for a one-way trip on February 28, 1994?",True
atis_abbreviation,Can you provide a clear explanation of ua?,True
atis_airfare,How much does it cost to fly from Boston to Washington DC?,True
atis_airline,What is the identity of the carrier based in the United States?,True
atis_aircraft,Identify the kind of mode of transportation utilized for a pre-noon voyage from Cleveland to Dallas.,True
atis_flight,Can you provide a roster of available air travel options from Houston to Milwaukee?,True
atis_flight,What options do I have for traveling from Washington DC to Columbus Ohio?,True
atis_flight,Is it possible to travel from Dallas to Houston after 12:01 am?,True
atis_flight,Provide a rundown of all the Alaska airline take offs commencing at Burbank airport.,True
atis_abbreviation,Can you provide information regarding phl?,True
atis_airfare,I would like to request information about how much it would cost to travel in style from Indianapolis to Memphis and back again via airplane.,True
atis_flight,Can you display the available air travel options departing from Fort Worth bound to San Jose?,True
atis_airfare,"Looking for a means of transport to reach Seattle from Nashville, Tennessee.",True
atis_flight,Is there a Friday night transportation available from St. Paul to Kansas City?,True
atis_flight,"Come next Wednesday, I will be departing Kansas City for Chicago on a journey that is estimated to land at around 7 pm.",True
atis_airline,Which carriers operate flights to Denver?,True
atis_abbreviation,I am interested in knowing the details of Fare Code BH.,True
atis_ground_service,What are the available modes of travel from EWR Airport to New York City?,True
atis_airfare,Can you suggest an inexpensive means of transportation for a trip from Indianapolis to Orlando scheduled on December 27?,True
atis_aircraft,How many different types of flying vehicles are present at Charlotte airport for US air travel?,True
atis_airline,Which carriers operate flights from Baltimore to San Francisco?,True
atis_ground_service,How can I travel from LGA to New York City without flying?,True
atis_ground_service,What are the modes of travel available in Baltimore?,True
