intent,text
atis_abbreviation,How do you define 73s?
atis_abbreviation,Can you provide information about 73s? 
atis_abbreviation,Why is 73s known as such?
atis_abbreviation,Can you shed some light on the significance of 73s?
atis_abbreviation,Provide information about 73s without using the mentioned words.
atis_abbreviation,Describe the essence of 73s in a different manner.
atis_abbreviation,"Can you provide information about the letter ""M""? "
atis_abbreviation,"Tell me what ""M"" is used for? "
atis_abbreviation,"I'd like to know the significance of the letter ""M""."
atis_abbreviation,Could you provide some information about the letter M?
atis_abbreviation,In what context can one use the letter M?
atis_abbreviation,How can M be described without using its actual name?
atis_abbreviation,Can you tell me the significance of fare code H?
atis_abbreviation,What is indicated by fare code H?
atis_abbreviation,What does fare code H signify?
atis_abbreviation,Can you provide information about fare code h?
atis_abbreviation,What's the signification of fare code h?
atis_abbreviation,Could you tell me what fare code h denotes?
atis_abbreviation,Can you provide some information on TPA?
atis_abbreviation,Tell me about the nature of TPA.
atis_abbreviation,What can you share regarding TPA?
atis_abbreviation,Can you provide information about TPA? 
atis_abbreviation,Define the acronym TPA for me.
atis_abbreviation,Give me insight into the nature of TPA.
atis_abbreviation,Could you shed light on the significance of fare code bn?
atis_abbreviation,Provide details about the implication of fare code bn.
atis_abbreviation,Let me know the interpretation of fare code bn.
atis_abbreviation,What is the significance of fare code bn?
atis_abbreviation,Could you shed some light on the fare code bn situation?
atis_abbreviation,How does fare code bn function?
atis_abbreviation,What is the significance of AP 20?
atis_abbreviation,AP 20 - what's its interpretation?
atis_abbreviation,Can you shed light on the connotation of AP 20?
atis_abbreviation,What is the significance of ap 20?
atis_abbreviation,Could you shed light on ap 20?
atis_abbreviation,In relation to what topic or context does ap 20 pertain?
atis_abbreviation,Can you shed some light on the definition of q?
atis_abbreviation,What is the implication behind the letter q?
atis_abbreviation,How can you characterize the concept denoted by q?
atis_abbreviation,What is the definition of the letter Q?
atis_abbreviation,Can you provide information regarding Q's significance?
atis_abbreviation,How would you describe the letter Q?
atis_abbreviation,Could you tell me which category does fare code q belong to?
atis_abbreviation,What type of ticket is associated with fare code q?
atis_abbreviation,Which class includes the fare code q?
atis_abbreviation,Identify the category of fare code q.
atis_abbreviation,In which group does fare code q belong?
atis_abbreviation,Categorize fare code q into its respective class.
atis_abbreviation,Can you provide some information regarding fare code bh?
atis_abbreviation,How would you describe the significance of fare code bh?
atis_abbreviation,Could you shed light on fare code bh?
atis_abbreviation,Could you shed some light on the significance of bh in the fare code?
atis_abbreviation,Kindly provide insight into the interpretation of fare code bh.
atis_abbreviation,Can you give me an idea about the implication of bh in the fare code?
atis_abbreviation,Can you provide information about cvg? 
atis_abbreviation,I'd like to learn more about cvg. 
atis_abbreviation,Could you share some knowledge on the topic of cvg?
atis_abbreviation,Define the acronym CVG.
atis_abbreviation,Could you provide a description of CVG?
atis_abbreviation,In what context would the term CVG be used?
atis_abbreviation,What is the definition of ua?
atis_abbreviation,Could you enlighten me about the meaning of ua?
atis_abbreviation,How would you describe ua?
atis_abbreviation,Could you provide some insights about the abbreviation UA?
atis_abbreviation,May I know the definition of UA?
atis_abbreviation,What is implied by the letters UA?
atis_abbreviation,Can you give me a description of d9s?
atis_abbreviation,"What do people refer to when they say ""d9s""?"
atis_abbreviation,Could you provide some information about d9s?
atis_abbreviation,Provide a definition for d9s.
atis_abbreviation,Define the term d9s.
atis_abbreviation,Can you shed some light on what d9s is?
atis_abbreviation,Could you provide information regarding the significance of fare code f?
atis_abbreviation,Please shed some light on the interpretation of fare code f.
atis_abbreviation,Can you outline the relevance of fare code f?
atis_abbreviation,Could you shed some light on the significance of the fare code F?
atis_abbreviation,What is implied by the fare code F?
atis_abbreviation,In what way does the fare code F differ from other codes?
atis_abbreviation,Could you provide information on the meal code sb?
atis_abbreviation,"I am unfamiliar with the meal code sb, can you shed some light?"
atis_abbreviation,What details are there to know about meal code sb?
atis_abbreviation,Could you provide information about the sb meal code?
atis_abbreviation,Please enlighten me on the sb meal code.
atis_abbreviation,I'm curious to learn more about the meal code denoted by sb.
atis_abbreviation,What information can be derived from fare code y?
atis_abbreviation,How is fare code y significant in the flight industry?
atis_abbreviation,In what way does fare code y impact airline ticket prices?
atis_abbreviation,Can you provide details regarding the y fare code?
atis_abbreviation,What makes the y fare code distinct from others?
atis_abbreviation,How would you characterize the y fare code?
atis_abbreviation,"Can you provide information on the fare code labeled as ""m""?"
atis_abbreviation,"How is the ""m"" fare code categorized in the system?"
atis_abbreviation,"What does the letter ""m"" signify within the fare code?"
atis_abbreviation,Can you provide information about the fare code M?
atis_abbreviation,Please enlighten me on the significance of the fare code M.
atis_abbreviation,What details do I need to know regarding fare code M?
atis_abbreviation,Can you provide information regarding fare code f?
atis_abbreviation,How would you describe the characteristics of fare code f?
atis_abbreviation,In what way is fare code f different from other fare codes?
atis_abbreviation,Can you provide information about fare code f?
atis_abbreviation,How can one recognize fare code f?
atis_abbreviation,What features are associated with fare code f?
atis_abbreviation,Can you define the limitations of ap58?
atis_abbreviation,Clarify the interpretation behind ap58.
atis_abbreviation,What are the implications of ap58 restrictions?
atis_abbreviation,What is the significance of the restriction ap58?
atis_abbreviation,In what way does ap58 constrain certain actions?
atis_abbreviation,How does ap58 affect a given context?
atis_abbreviation,Can you tell me the significance of AP 57?
atis_abbreviation,"I'd like to learn more about AP 57, could you provide me with some information on it?"
atis_abbreviation,What can you share about the definition of AP 57?
atis_abbreviation,Provide information regarding ap 57.
atis_abbreviation,Inquire about the significance of ap 57.
atis_abbreviation,Can you shed light on the interpretation of ap 57?
