intent,text
accept_reservations,Is it possible to book a table at Taco Bell in advance?
accept_reservations,Can I secure a spot at Taco Bell beforehand?
accept_reservations,Does Taco Bell accommodate pre-arranged seating arrangements?
accept_reservations,Is it possible to secure a table at Taco Bell in advance?
accept_reservations,Can one arrange for seating at Taco Bell beforehand?
accept_reservations,Does Taco Bell offer advanced planning for dining arrangements?
accept_reservations,Is there a way to secure a table at White Castle in advance?
accept_reservations,Can arrangements be made to have a table ready for diners at White Castle?
accept_reservations,Would it be feasible to pre-arrange seating at White Castle?
accept_reservations,Can I secure a table at White Castle in advance?
accept_reservations,Is there a way to hold a spot at White Castle for dining?
accept_reservations,Would it be feasible to book a seating arrangement beforehand at White Castle?
accept_reservations,Do you know if Taco Bell accepts advanced bookings for their customers?
accept_reservations,Is there any information available regarding the pre-booking facility at Taco Bell?
accept_reservations,Can we make arrangements beforehand to dine at Taco Bell?
accept_reservations,Is it possible to secure a spot at Taco Bell in advance?
accept_reservations,Can one pre-book dining arrangements for Taco Bell?
accept_reservations,Does Taco Bell offer a service that guarantees seats for customers?
accept_reservations,Is it possible to reserve a table for the New York restaurant?
accept_reservations,Does the New York restaurant allow pre-booking of tables?
accept_reservations,Can one secure a spot at the New York eatery beforehand?
accept_reservations,Is it possible to secure a spot at the desired schedule in the New York restaurant?
accept_reservations,Would I be able to book a table in advance at the specified time and location for the establishment in New York?
accept_reservations,Can I guarantee a place to dine at the designated date and location of the New York dining venue?
accept_reservations,Can I secure a table at Eleven Madison Park for a specific date and time?
accept_reservations,Would it be possible to make arrangements for dining at Eleven Madison Park on a particular day and hour?
accept_reservations,Is there an option for prearranged seating at Eleven Madison Park at a specified moment?
accept_reservations,Can you secure a table at Eleven Madison Park?
accept_reservations,Is it possible to make arrangements for dining at Eleven Madison Park?
accept_reservations,Does Eleven Madison Park offer the option of scheduling a meal in advance?
accept_reservations,Is it possible to secure a table at Village Inn in advance? 
accept_reservations,Can you plan ahead for dining at Village Inn? 
accept_reservations,Is there a way to prearrange seating at Village Inn?
accept_reservations,Is it possible to secure a spot at Village Inn beforehand? 
accept_reservations,Can one arrange for advance seating at Village Inn? 
accept_reservations,Does Village Inn offer the option of booking a table in advance?
accept_reservations,Is it possible to secure a spot at the New York restaurant in advance?
accept_reservations,Can one secure a table beforehand at the restaurant in New York?
accept_reservations,Does the New York eatery allow for bookings ahead of time?
accept_reservations,Is prior arrangement required for dining at the New York restaurant?
accept_reservations,Can one schedule a table in advance at the eating establishment located in New York?
accept_reservations,Does the dining place situated in New York City offer pre-planned seating arrangements?
accept_reservations,Is it possible that I could secure a table at the Olive Garden?
accept_reservations,Do you believe they'll grant me a seating arrangement at the Olive Garden restaurant?
accept_reservations,Will I be able to obtain a spot at the Olive Garden for dinner tonight?
accept_reservations,Is it possible for me to secure a table in advance at Olive Garden?
accept_reservations,Do you reckon I'll be able to have a table reserved for me at the Olive Garden?
accept_reservations,Will Olive Garden allow me to pre-book a table?
accept_reservations,Is it possible to secure a table at Bill's House of Chop Suey beforehand?
