intent,text
update_directions,Can you suggest a less crowded way to reach my residence?
get_info_road_condition,Can we expect any obstructions or blockage on routes due to excessive precipitation this evening?
get_directions,Could you tell me how to get to International Drive in Orlando by avoiding any constructions or interruptions on the road? 
get_estimated_arrival,Can I make it to the Honolulu airport within 15 minutes of my departure before 5 pm via Nimitz?
get_directions,"""Which way is the fastest to travel to West Chester University on a Sunday evening?"""
get_info_road_condition,Is there a possibility of any weather-related interference with my everyday commute?
get_info_traffic,"""Is there any significant movement on the roads currently?"""
get_distance,What is the interval between Miami and Orlando?
get_estimated_arrival,What is the duration remaining until I reach my destination?
get_info_road_condition,Are the road conditions this morning still affected by the winter storm?
get_directions,Could you give me a step-by-step guide on how to reach Nashville Tn via driving?
get_info_route,Is there any ATM situated within my route to Stephanie's office that I can access?
get_info_traffic,Can I expect any roadblocks or detours on my way to the Novi homebuilder show using the 696 highway?
get_estimated_arrival,Is it possible to reach Marcus Movie Theatre before 8:15 pm tonight?
get_directions,"""What's the quickest path to reach West Chester University during Sunday nights?"""
get_distance,What is the span between Seattle and Chicago?
get_estimated_arrival,Can I arrive at New York City before 9 pm tonight if I leave from my house now?
get_info_road_condition,Are the roads leading to Ellen's house free of any hindrance or blockage?
get_estimated_duration,Determine the duration it takes to reach Walmart via Jabaquara Street.
update_directions,Can you redirect the path?
get_estimated_duration,Can you estimate the duration of journey to Orlando via 40?
get_info_route,"""Can I find a refueling spot on the road leading to my home?"""
get_estimated_arrival,What is the expected time of my arrival?
get_estimated_duration,What is the estimated travel period to reach Lake Wales by car?
get_distance,How many miles separate Atlanta and Nashville as per the map?
update_directions,Is there a shorter journey that can take me to the cinema in less time?
get_estimated_duration,Estimate the duration it takes to reach downtown Louveira via Bandeirantes Highway.
get_estimated_departure,At what time would I have to start my commute tomorrow morning to arrive at work by 8 without getting caught in traffic?
get_estimated_duration,Can you provide an approximation on the journey duration required to attend the game tonight?
get_info_traffic,Is the flow of traffic smooth along the stretch from Spruce to Pine Streets?
get_info_traffic,Is there any unforeseen obstruction affecting travel on I-55?
get_info_traffic,Can you describe the level of congestion on the LI Expressway at the moment?
