intent,text
update_directions,Do you know of any other ways to get there without encountering heavy traffic?
get_info_route,Will we encounter a car-sharing lane in the near future? 
get_estimated_arrival,Is it feasible to make it to the 6 pm showing of Hamilton on Broadway if I choose to drive on the freeway?
get_location,"""What is the next major roadway nearby?"" "
get_info_road_condition,Is the path leading to Ellen's residence safe for travelers?
get_location,Is there any place nearby where I can buy some groceries?
get_directions,"What is the driving itinerary that would bring me to Nashville Tn., if I was traveling by automobile?"
get_estimated_duration,"If I depart at 1 pm, when can I expect to arrive at my appointment scheduled for 2 pm?"
get_estimated_duration,How considerable is the time span required for commuting between Maria's abode and the seashore?
get_estimated_duration,What is the estimated duration for reaching downtown Louveira via Bandeirantes Highway?
get_distance,What is the separation between New York and Boston?
get_info_road_condition,Could there be any obstructions or impediments on the expressway route that connects my house with work?
get_estimated_duration,Can you inform me of the duration for traveling from Orlando to Louisville by air?
update_directions,"Unearth a different path, would you mind doing so?"
get_distance,Can you specify how much space lies between Florida and California?
update_directions,Is there a quicker way to get back home?
get_estimated_departure,"At what time should I be at my doctor's appointment on Monday, given that I finish work?"
update_directions,Is there a quicker way to get back home?
get_info_traffic,Can the Cubs game tonight cause congestion around Wrigleyville's vicinity?
update_directions,Modify the direction in order to bypass traffic.
get_info_traffic,"Is there a lot of congestion on the streets of Foley, AL right now?"
get_info_road_condition,Are there any concerning weather conditions that could affect the traffic flow this evening?
get_info_route,What are the petrol stations that lie in between starting point and destination without mentioning any route details?
get_distance,"What is the separation between Chicago and Peoria, Illinois?"
get_estimated_departure,At what hour do I have to start my journey for the Dodger match ending at 5 pm?
get_estimated_arrival,"If mom were to leave for our house from Blytheville this moment, around when can we anticipate her arrival?"
get_estimated_duration,Can you estimate the journey time needed to get to Lake Wales?
get_location,"For the Green Day concert, which location is allocated as a parking spot for individuals with physical disabilities?"
get_info_traffic,Are there more people navigating the road during this busy period?
update_directions,Could you suggest some alternative methods to avoid any possible rush hour areas on my planned path?
get_info_road_condition,Have there been any observations of slick surfaces on the road leading to the campsite this morning?
get_info_traffic,Is the vehicular movement slow between Wilshire and 3rd Street in Los Angeles?
get_info_traffic,Can vehicles pass through Truckee on highway 80?
get_distance,What is the travel time between New York and Boston?
get_directions,
get_info_traffic,"Can you inform me about how busy the roads are in Foley, AL at the moment?"
update_directions,Locate an unconventional direction to commute for work.
get_estimated_arrival,"Assuming an immediate departure, how long before we reach our destination in Arkansas?"
get_estimated_arrival,How long should I wait to prevent missing the 7 pm concert?
get_estimated_duration,What's the estimated duration of my trip to the zoo if I depart now?
get_directions,What is the speediest course to get to West Chester University when traveling on a Sunday night? 
get_estimated_departure,What is the latest time I can depart from my home to arrive at Bandelier Monument by 9 am on Saturday?
get_distance,
get_estimated_arrival,Is it feasible to arrive at Broadway on time for Hamilton if I take the freeway?
get_estimated_duration,What is the distance between my house and the shoe store?
get_info_road_condition,Is there any presence of frozen precipitation on the roadways?
