intent,text,no_taboo_words
get_estimated_departure,What is the appropriate time to depart from home if I desire to be at the concert hall an hour before showtime scheduled for 7 pm?,True
get_info_route,Is it possible to locate a gasoline station between my current location and where I reside?,True
update_directions,Is it possible to take an indirect path to evade heavy traffic today?,True
get_info_route,Can you tell me if there's an area where I can refuel whilst travelling to my place?,True
get_estimated_duration,What's the estimate for my friend's arrival from La Jolla if she departs at 6?,True
get_estimated_arrival,Can I manage to make it to Dallas before midnight by leaving now at this moment?,True
get_estimated_arrival,At what time should I expect to reach my residence?,True
get_location,What is the proximity of Brian's house from H1 Freeway?,True
get_info_traffic,What is the status of vehicular movement on the roads of San Diego?,True
get_estimated_arrival,What's the expected time of my arrival?,True
get_info_road_condition,Could the freeway route home be affected by excess water?,True
get_info_route,"""Which fuel stations lie in the path I need to travel from my current site to the endpoint?""",True
get_estimated_arrival,At what time should I reach home given a departure of 4 PM from my workplace?,True
get_location,In what direction can one find the interstate from this position?,True
get_estimated_arrival,When would I reach New York City starting from Syracuse?,True
get_directions,"I want to get to the mall, what's the method?",True
update_directions,Is there a more speedy path to the movie theatre?,True
get_location,How far is Brian's place situated from H1 Freeway?,True
get_info_road_condition,Is the highway clear enough to drive home without obstacles? ,True
get_info_traffic,Has any unexpected event emerged on the roadway known as 85?,True
get_directions,Can you suggest the most efficient way to reach Walmart from where I am right now?,True
update_directions,Can you suggest a circuitous way that experiences fewer cars?,True
get_directions,What is the shortest way to get to International Drive in Orlando that doesn't involve facing interruptions or slowdowns?,True
get_distance,What is the extent of the road that connects Indianapolis and San Antonio?,True
get_directions,Can you provide me with instructions on how to reach Robertsdale and locate Katie's house by 1:00 PM?,True
get_directions,What's the fastest possible route to get to International Drive in Orlando devoid of any construction work or delays?,True
get_info_traffic,What can be said about the flow of cars in Portland right now?,True
get_estimated_duration,What is the duration of travel from Orlando to Destin?,True
get_directions,"Could you please inform me how I can make it to Ikoyi for 2:44 pm today from Harvestrue, Building A?",True
get_location,What are some of the aquatic recreational facilities available in Minneapolis?,True
get_directions,What are some alternate roads that I could use to evade the rush hour traffic?,True
get_info_route,Identify an ATM situated along the direction leading to Stephanie's workplace.,True
get_info_road_condition,Is it safe to traverse along Champaign ave. now? ,True
update_directions,Modify the direction to steer clear of traffic snarls.,True
get_estimated_duration,What is the expected travel duration to reach Lake Wales by car?,True
update_directions,Can I choose a different path that avoids this traffic situation from my current location?,True
get_estimated_departure,Is it possible for me to be back home before the sun sets without staying at the festival too long?,True
get_info_road_condition,Is Champaign ave. now free from any hindrance?,True
get_directions,What is the best path towards downtown Atlanta that does not pass through any ongoing construction?,True
get_distance,What is the total separation in travel units from Atlanta to Nashville?,True
get_estimated_duration,How far apart are Detroit and Atlanta if I were to drive?,True
get_estimated_duration,What's the duration required to reach the game tonight?,True
get_estimated_arrival,When do I anticipate reaching my intended location?,True
get_info_traffic,What is the status of vehicular movement on the LI Expressway?,True
get_distance,How much ground do you need to cover to get from Hollywood to Houston?,True
update_directions,Kindly modify my present path due to the road situation.,True
get_estimated_arrival,"What is the expected time of reaching Myrtle Beach, South Carolina, when I depart from home at 8:00 am?",True
get_estimated_duration,What's the estimated duration of my journey to traverse the city?,True
get_estimated_arrival,By what time should I leave to get to Miami around morning hours? ,True
get_info_road_condition,Is there any water storage on the route connecting here and Georgetown?,True
update_directions,Can you recommend diverse paths to steer clear of the traffic jam?,True
get_estimated_arrival,When is the anticipated moment of my arrival?,True
get_info_road_condition,Can we expect any hindrances on our way to Shelby’s place?,True
get_distance,What is the travel span from Portland to Seattle?,True
get_info_road_condition,When can we expect a cold weather event along I-90?,True
get_info_road_condition,What is the expected timing for a frosty phenomenon to occur near or around road 90?,True
get_estimated_arrival,When should I depart from my home to get to Myrtle Beach without delay?,True
get_distance,How wide is the gap that separates Louisville and Lexington?,True
get_estimated_arrival,Can I anticipate being punctual for work while navigating through this heavy flow of vehicles?,True
get_estimated_duration,Can you tell me the duration of the trip from Orlando to Louisville on a plane?,True
get_estimated_departure,Can the sunset arrival be aligned with my departure plans from the festival?,True
get_estimated_arrival,Would leaving in three-quarters of an hour be enough to get me at the concert hall before 7?,True
get_info_road_condition,Has the street maintenance team already cleared Champaign ave. of any obstructions? ,True
get_distance,What is the length of the journey from my residence to workplace?,True
update_directions,Could you suggest some diverse options for avoiding congestion while driving?,True
get_info_road_condition,Would the atmospheric state have an influence on my daily travel?,True
update_directions,Can you suggest a pathway with decreased congestion compared to 1st avenue?,True
get_directions,"Which path should I take to reach Cherokee Casino starting from my house, excluding HWY 321?",True
get_directions,How can I navigate my way to Nashville TN?,True
get_estimated_arrival,Is it feasible for me to depart by 8 am and make it to Kearney before 11 am?,True
get_estimated_departure,What is an appropriate commencement time for me to be en route to the football game that commences at 5?,True
update_directions,Any possibility of getting past the heavy traffic jam where I am currently located?,True
get_directions,How can I travel by bus from Banning to Palm Springs?,True
get_estimated_duration,What is the distance between San Francisco and Monterrey by car?,True
get_estimated_duration,What's the estimated waiting period for me before I reach my destination due to heavy traffic?,True
get_info_traffic,What is the status of vehicular movement on the stretch of road denoted by I-84?,True
get_directions,Can you guide me on how I can reach the jewelry store from the highway?,True
get_estimated_departure,When is the most ideal moment for me to depart towards my meeting that is scheduled for 4 pm in Mayfield?,True
get_estimated_departure,At what time would a train arrival in New Jersey be possible?,True
update_directions,Is there an unconventional path that has less congestion?,True
get_directions,What is the most expeditious way to travel from Ocala to Gainesville?,True
get_estimated_departure,What time could I depart from my office and reach the physician's center prior to 5 pm?,True
get_info_road_condition,Are there chances of precipitation if I plan to visit my grandma anytime soon?,True
get_location,What is the location of Iolani Palace?,True
get_directions,What's the route to reach the jewelry store starting from the highway?,True
get_info_road_condition,Can anyone tell me if the 90 freeway is affected by the current winter weather conditions?,True
update_directions,What’s a way to bypass congested streets?,True
update_directions,Can I take a different path that will lead me home quicker?,True
get_info_traffic,Did anything notable happen on the roads of Boston today? ,True
get_estimated_duration,What amount of driving would be required for reaching the grocery store starting from our present location?,True
get_location,Is it feasible for me to find a grocery shop in my vicinity?,True
update_directions,Can I take a different path back home to steer clear of traffic congestion? ,True
get_estimated_duration,What is the duration of a drive from Union College to Trustco Bank on Madison Avenue in Albany?,True
get_info_traffic,Is there a high volume of cars and transportation between Wilshire and 3rd Street in Los Angeles right now?,True
get_estimated_duration,"If I depart by 1 pm, when should I anticipate reaching my 2pm engagement?",True
update_directions,Is there a way that I could get around any potential traffic jams by taking a unique route?,True
get_info_road_condition,Could there be any instances of obstruction caused by excessive moisture in the street that connects my home to my workplace?,True
update_directions,Is there a direction to my house where traffic is not as heavy?,True
get_estimated_departure,What time is adequate to reach the Thunder game at 6 p.m.?,True
get_info_road_condition,Are there any obstacles that I should be aware of while driving to work this morning?,True
get_estimated_arrival,Will the current vehicular congestion hinder me from reaching my workplace on schedule?,True
update_directions,Can you suggest ways to enhance my pace?,True
get_distance,Can you provide the approximate position of Chicago in relation to here?,True
get_estimated_departure,At what time must I arrive at the closest cinema for an 8:00 pm showing?,True
get_estimated_arrival,At what point in time will I arrive?,True
get_info_traffic,"""Has the congestion on route 217 eased up today?""",True
update_directions,Is there an option available wherein we can circumvent the heavy flow of cars currently occupying the route?,True
get_estimated_departure,What would be an appropriate arrival time for the Jazz game at 8 PM?,True
update_directions,Can you suggest a different path to take? ,True
get_estimated_arrival,When can I expect to be back home utilizing this unexplored route?,True
update_directions,Can I take a more expeditious direction to reach Phoenix Avenue? ,True
get_info_traffic,Is the movement of cars along the path from Spruce to Pine Streets unobstructed?,True
update_directions,Is there a possibility to modify the itinerary to steer clear of heavy traffic in the area?,True
get_estimated_departure,"To reach the venue one hour ahead of a musical performance beginning at 7 o'clock, what time must I make my way out of the house?",True
get_distance,"What is the territory that separates Alabama from Georgia, as traveled by car?",True
get_info_traffic,"Can one traverse through Highway 80, situated in Truckee?",True
get_info_traffic,"What is the status of vehicle movements around Foley, AL?",True
update_directions,Unearth a unique course to commute to your office.,True
get_info_traffic,Will I face any obstructions on my way to the Novi homebuilder exhibition if I choose to utilize the 696 route?,True
get_estimated_arrival,Can I make it to the HNL airport in less than 15 minutes using Nimitz prior to 5 pm?,True
get_directions,How do I navigate to the Atlanta aquarium by car?,True
get_estimated_duration,How much does it take for a plane to reach Louisville from Orlando?,True
get_estimated_arrival,At what hour should I hit the road for my workplace via I-90 in the morning?,True
get_estimated_departure,When shall I make it to my nephew's game scheduled for 5:00?,True
get_directions,How can I reach the Concert Hall situated in Chicago by using I-494?,True
get_distance,What amount of area separates Tacoma Dome and my living place?,True
get_estimated_arrival,At what time should I anticipate for you to reach my home?,True
get_estimated_departure,By what time must I set off to arrive on time for 6 p.m. Thunder game?,True
get_directions,How can I navigate my way to Nashville Tn. via driving?,True
update_directions,What are some possible roadway detours I could take to circumvent heavy traffic?,True
get_estimated_arrival,By what time should I depart from my house to get to Billy's in 30 minutes?,True
get_estimated_departure,By which hour is it possible for me arrive at the medical facility before 5 o'clock without being unnecessary delayed in leaving from the workplace?,True
update_directions,Are there any means to expedite the pace of completing work?,True
get_directions,What route would ensure my timely arrival at the U2 concert?,True
update_directions,Can you discover a distinct path to take?,True
get_distance,"How long does it take to travel from Moab, UT to Provo, UT?",True
get_distance,What's the extent of ground that needs to be covered to travel from New York to Boston?,True
get_info_traffic,What is the situation with cars during the late afternoon rush hour?,True
get_info_road_condition,Has there been any news regarding the road conditions towards the camping ground this morning?,True
get_estimated_duration,How much of a delay should I expect while travelling to Atlanta with the current roadwork happening on I-95?,True
get_info_route,Is it possible to direct me to areas where I can access petrol along the course?,True
get_info_traffic,Are there any interruptions along Highway 50 that may affect the movement of vehicles?,True
get_directions,Can you suggest an alternate path to reach downtown Atlanta that isn't obstructed by construction?,True
get_estimated_arrival,When can I expect to see myself at home?,True
get_estimated_duration,How much driving distance needs to be covered to arrive at Lake Wales?,True
get_info_road_condition,Are the spic and span roads to Cairo today?,True
get_directions,Do you know the route leading to the Walmart store located near the heart of the town?,True
get_estimated_arrival,Is it feasible to arrive at the Hamilton show on Broadway by 6 pm taking the freeway route?,True
get_estimated_arrival,What time can I expect to reach my destination?,True
get_info_route,Does the turnpike impose charges?,True
get_info_road_condition,Can you describe the state of the roads as I make my way to work today?,True
get_distance,What is the approximate separation of this place and Chicago?,True
get_info_road_condition,Have there been any reports of hazardous road conditions this evening?,True
get_directions,Can you guide me to the mall?,True
update_directions,Uncover miscellaneous ways to reach your house.,True
get_info_road_condition,Does the route towards Georgetown have any patches of water overflow?,True
get_estimated_duration,What's the duration of my journey to work?,True
get_estimated_departure,What time is ideal for me to make it to work?,True
get_estimated_duration,What is the period required to reach Destin from Orlando?,True
get_estimated_duration,What's the span of travel from Orlando to Destin?,True
get_directions,ould it be possible to take another way that doesn't pass by the construction zone while en route to Detroit later on?,True
get_estimated_duration,What's the distance I need to cover while driving from Union College to Trustco Bank on Madison Avenue in Albany?,True
