intent,text
AddToPlaylist,The music of Rahim Shah needs to be included in my Infinite Indie Folk playlist.
AddToPlaylist,My Infinite Indie Folk collection would benefit from the addition of songs by Rahim Shah.
AddToPlaylist,Including Rahim Shah's works is necessary to complete my Infinite Indie Folk compilation.
AddToPlaylist,"""The works of Rahim Shah should be included in my list of Infinite Indie Folk."""
AddToPlaylist,
AddToPlaylist,"""My Infinite Indie Folk collection is not complete without the addition of Rahim Shah's works."""
AddToPlaylist,
AddToPlaylist,"""Including Rahim Shah's works in my playlist of Infinite Indie Folk is necessary."""
AddToPlaylist,Include A Very Cellular Song in the Masters of Metal playlist.
AddToPlaylist,Add A Very Cellular Song to the playlist of top metal songs.
AddToPlaylist,Supplement the Masters of Metal playlist with A Very Cellular Song.
AddToPlaylist,Include A Very Cellular Song in the masters of metal playlist.
AddToPlaylist,Add A Very Cellular Song to the list of songs in the masters of metal playlist.
AddToPlaylist,Incorporate A Very Cellular Song into the playlist of masters of metal.
AddToPlaylist,Can you include The image of yourself in my playlist Crate Diggers Anonymous?
AddToPlaylist,"I'd like to have The image of you added to my Crate Diggers Anonymous playlist, is that possible?"
AddToPlaylist,Is it okay if The image of you gets included in my Crate Diggers Anonymous playlist?
AddToPlaylist,"""Kindly incorporate a picture of yourself into my playlist named Crate Diggers Anonymous."""
AddToPlaylist,"""I request that you add The picture of you to my playlist titled Crate Diggers Anonymous."""
AddToPlaylist,"""Could you include an image of you in the Crate Diggers Anonymous playlist I created?"""
AddToPlaylist,"""Include a new track in my Madden NFL 16 music lineup."""
AddToPlaylist,"""Incorporate an additional song into my playlist for Madden NFL 16 game."""
AddToPlaylist,"""Append a fresh melody to my soundtrack collection for the Madden NFL 16 video game."""
AddToPlaylist,Can you include a track in my Madden NFL 16 playlist?
AddToPlaylist,Would it be possible to add a song to my playlist for Madden NFL 16?
AddToPlaylist,Is there any chance that you can append a new song to my Madden NFL 16 playlist?
AddToPlaylist,Include the track in my We Everywhere playlist.
AddToPlaylist,Append the tune to the We Everywhere playlist.
AddToPlaylist,Put the song into my We Everywhere playlist.
AddToPlaylist,Can you include the track to my We Everywhere playlist?
AddToPlaylist,Please append the music to my We Everywhere playlist.
AddToPlaylist,I would like to have the song added to my We Everywhere playlist.
AddToPlaylist,Include Kent James in the Disney soundtrack.
AddToPlaylist,Add Kent James to the music selection of Disney.
AddToPlaylist,Incorporate Kent James into the soundtrack for Disney.
AddToPlaylist,Incorporate Kent James into the Disney soundtrack.
AddToPlaylist,Integrate Kent James with the Disney soundtrack.
AddToPlaylist,Include Kent James in the Disney soundtrack.
AddToPlaylist,Can you include Muzika za decu in my Crash Course playlist?
AddToPlaylist,Please supplement my Crash Course playlist with Muzika za decu.
AddToPlaylist,It would be great if you could add Muzika za decu to my Crash Course playlist.
AddToPlaylist,Include Muzika za decu in my Crash Course playlist.
AddToPlaylist,Add Muzika za decu to my collection of Crash Course playlists.
AddToPlaylist,Append Muzika za decu to my already existing lineup of Crash Course playlists.
AddToPlaylist,Could you please include Bobby Brown in my enamorendose playlist?
AddToPlaylist,It would be great if you could add Bobby Brown to my enamorendose playlist.
AddToPlaylist,I'm hoping you can incorporate Bobby Brown into my enamorendose playlist.
AddToPlaylist,Can you please include Bobby Brown in my enamored playlist?
AddToPlaylist,It would be great if you could add Bobby Brown to my playlist of love songs.
AddToPlaylist,I want to have Bobby Brown's tracks included in my enamorendose playlist.
AddToPlaylist,Can you include Adam Deibert as one of the artists on my Perfect Concentration playlist?
AddToPlaylist,Please add Adam Deibert to my playlist for perfect focus.
AddToPlaylist,Would you mind including Adam Deibert's works in my Perfect Concentration playlist?
AddToPlaylist,Include Adam Deibert among the artists in my Perfect Concentration playlist.
AddToPlaylist,Add Adam Deibert's music to my carefully curated Perfect Concentration playlist.
AddToPlaylist,Incorporate songs by Adam Deibert into my collection of tracks for optimal focus and concentration.
AddToPlaylist,Please include this musician in my Electronic Bliss playlist.
AddToPlaylist,I would like to add this composer to my Electronic Bliss playlist.
AddToPlaylist,Could you append this singer to my Electronic Bliss playlist?
AddToPlaylist,Please include this musician in my Electronic Bliss playlist.
AddToPlaylist,Can you add this artist to my list of songs for Electronic Bliss?
AddToPlaylist,I want to append this singer to my Electronic Bliss collection.
AddToPlaylist,Can we include a theme song in my House Afterwork playlist?
AddToPlaylist,Would it be possible to add a theme song to my House Afterwork playlist?
AddToPlaylist,Is it feasible to incorporate a theme song on my House Afterwork playlist?
AddToPlaylist,Can we include a theme song in my House Afterwork playlist?
AddToPlaylist,Is it possible to incorporate a theme song into my House Afterwork playlist?
AddToPlaylist,May I add a theme song to my House Afterwork playlist?
AddToPlaylist,Incorporate the album into my Flow Espanol playlist.
AddToPlaylist,Append the album to my Flow Espanol playlist.
AddToPlaylist,Integrate the album with my Flow Espanol playlist.
AddToPlaylist,Include the record into my Flow Espanol tracklist.
AddToPlaylist,Append the CD to my Flow Espanol compilation.
AddToPlaylist,Incorporate the LP into my Flow Espanol catalog.
AddToPlaylist,"Incorporate the album ""Annesley Malewana"" into an indietronic playlist."
AddToPlaylist,Include Annesley Malewana's music in a playlist that is of indietronic genre.
AddToPlaylist,Append the Annesley Malewana album to an existing indietronic playlist.
AddToPlaylist,"""Include Annesley Malewana's album in the indietronic playlist."""
AddToPlaylist,"""Add the album of Annesley Malewana to the indietronic playlist."""
AddToPlaylist,"""Incorporate Annesley Malewana's album into the indietronic music lineup."""
AddToPlaylist,Incorporate Jo Stafford's music to the playlist meant for twerking workouts.
AddToPlaylist,Include Jo Stafford songs in the workout playlist specifically designed for twerking.
AddToPlaylist,Append Jo Stafford tracks to the playlist curated for twerkout routines.
AddToPlaylist,Include songs performed by Jo Stafford in the workout twerkout playlist.
AddToPlaylist,Append Jo Stafford's music to the existing workout twerkout playlist.
AddToPlaylist,Integrate Jo Stafford's musical pieces into the workout twerkout playlist.
AddToPlaylist,Incorporate the music into the playlist named Macaroni and Cheese.
AddToPlaylist,
AddToPlaylist,Append the track to the playlist with the title of Mac and Cheese.
AddToPlaylist,
AddToPlaylist,Include the song within the list of Mac n' Cheese tunes.
AddToPlaylist,Incorporate the track in the Macaroni and Cheese music collection.
AddToPlaylist,Include the melody to the Mac 'N' Cheese song lineup.
AddToPlaylist,Append the tune to the playlist dedicated to Mac and Cheese.
AddToPlaylist,Append a song to the Cena con Amigos playlist.
AddToPlaylist,Include a new piece in the tracklist for Cena con Amigos.
AddToPlaylist,Insert a fresh track into the Cena con Amigos playlist.
AddToPlaylist,Append a song to the Cena con Amigos playlist.
AddToPlaylist,Include another track in the Cena con Amigos music list.
AddToPlaylist,Add a new musical selection to the Cena con Amigos playlist.
AddToPlaylist,It is necessary to include A Very Cellular Song in my metal masters playlist.
AddToPlaylist,My compilation of top-notch metal songs needs the addition of A Very Cellular Song.
AddToPlaylist,Adding A Very Cellular Song to my collection of popular metal tracks is essential.
AddToPlaylist,"My metal playlist won't be complete without A Very Cellular Song, can you add it?"
AddToPlaylist,"I am missing out on A Very Cellular Song in my master of metal playlist, can you include it please?"
AddToPlaylist,Can you please append A Very Cellular Song to my collection of metal tracks?
AddToPlaylist,Kindly include Paul McGuigan's track in the Deep House playlist.
AddToPlaylist,It would be great if you could add this song by Paul McGuigan to the Deep House playlist.
AddToPlaylist,Could you possibly put Paul McGuigan's track in the Deep House playlist?
AddToPlaylist,Kindly include Paul McGuigan's track to the Deep House playlist.
AddToPlaylist,"Can you add this song by Paul McGuigan to the Deep House playlist, please?"
AddToPlaylist,It would be great if you could incorporate the track of Paul McGuigan into the Deep House playlist.
AddToPlaylist,This Is Alejandro Fernandez needs to include Recalled to Life.
AddToPlaylist,Incorporate Recalled to Life in This Is Alejandro Fernandez.
AddToPlaylist,Integrate Recalled to Life into This Is Alejandro Fernandez.
AddToPlaylist,Include Recalled to Life in This Is Alejandro Fernandez.
AddToPlaylist,Put Recalled to Life in This Is Alejandro Fernandez.
AddToPlaylist,Integrate Recalled to Life into This Is Alejandro Fernandez.
AddToPlaylist,Can you include a track in my All Out 60s playlist? 
AddToPlaylist,Is it possible to add a song to my All Out 60s music compilation? 
AddToPlaylist,Could you supplement my All Out 60s list with another tune?
AddToPlaylist,"Include a track to my playlist, All Out 60s."
AddToPlaylist,Insert a musical piece into the collection of songs on All Out 60s.
AddToPlaylist,Append a melody to the compilation of tunes on All Out 60s.
AddToPlaylist,Include the 40 cal melody in the list of songs for doing laundry.
AddToPlaylist,Append the 40 cal track to the playlist meant for washing clothes.
AddToPlaylist,Integrate the 40 cal tune into the music selection designated for laundry duties.
AddToPlaylist,Incorporate the 40 cal track into the laundry playlist.
AddToPlaylist,Append the 40 cal melody to the list of songs for doing laundry.
AddToPlaylist,Integrate the 40 cal tune in the roster of music intended for washing clothes.
AddToPlaylist,"""Include the Brazilian Flag Anthem in the Spotify Top 100 Alternative Tracks"""
AddToPlaylist,"""Incorporate the Brazilian Flag Anthem into the Spotify's most popular alternative tracks"""
AddToPlaylist,"""Place the Brazilian Flag Anthem in the Top 100 list of alternative music on Spotify"""
AddToPlaylist,Incorporate the Brazilian Flag Anthem into the Top 100 Alternative Tracks on Spotify.
AddToPlaylist,Include the Brazilian Flag Anthem in the list of Top 100 Alternative Tracks on Spotify.
AddToPlaylist,Append the Brazilian Flag Anthem to the collection of Top 100 Alternative Tracks on Spotify.
AddToPlaylist,Incorporate the album into my playlist for enhanced focus.
AddToPlaylist,Include the album in my Perfect Concentration collection of songs.
AddToPlaylist,Append the album to my playlist that aids in concentration.
AddToPlaylist,Incorporate the album into my playlist named Perfect Concentration.
AddToPlaylist,"Include the album in my collection of songs intended for a focused mind, dubbed as Perfect Concentration."
AddToPlaylist,Append the album to the roster of tracks on my Perfect Concentration playlist.
AddToPlaylist,"""Include the popular song virales de siempre by the cary brothers in my workout music selection."""
AddToPlaylist,"""Incorporate the track virales de siempre from the cary brothers into my fitness playlist."""
AddToPlaylist,"""Add the well-known tune virales de siempre by the cary brothers to be part of my exercise music lineup."""
AddToPlaylist,"Can you include the song ""virales de siempre"" by the Cary Brothers in my workout playlist?"
AddToPlaylist,"I want to have ""virales de siempre"" by the Cary Brothers added to my exercise playlist, can you do that for me?"
AddToPlaylist,"Could you please add ""virales de siempre,"" a song by the Cary Brothers, to my gym playlist?"
AddToPlaylist,Include Beyond the Valley of 1984 in the Gaslight Cafe Folk Music playlist.
AddToPlaylist,Add Beyond the Valley of 1984 to the Folk Music At The Gaslight Cafe playlist.
AddToPlaylist,Incorporate Beyond the Valley of 1984 into the Gaslight Cafe's Folk Music playlist.
AddToPlaylist,Incorporate Beyond the Valley of 1984 into Folk Music At The Gaslight Cafe playlist.
AddToPlaylist,Include Beyond the Valley of 1984 in the Gaslight Cafe's Folk Music playlist.
AddToPlaylist,Add Beyond the Valley of 1984 to the Folk Music At The Gaslight Cafe playlist.
AddToPlaylist,Please include the album onto Jerry's Classical Moments in Movies.
AddToPlaylist,It would be great if you could add the album to Jerry's Classical Moments in Movies.
AddToPlaylist,Can you append the album to Jerry's Classical Moments in Movies?
AddToPlaylist,Could you add the album to Jerry's collection of Classical Moments in Movies?
AddToPlaylist,"Jerry's library of Classical Moments in Movies could use an addition of an album, can you please add one?"
AddToPlaylist,Please include an album into Jerry's inventory of Classical Moments in Movies.
AddToPlaylist,Can you include this record in the Old School Death Metal category?
AddToPlaylist,Would you mind placing this album under Old School Death Metal?
AddToPlaylist,Is it possible to add this particular release to the classification of Old School Death Metal?
AddToPlaylist,Put this record in the Old School Death Metal category.
AddToPlaylist,Update the Old School Death Metal collection with this album.
AddToPlaylist,Incorporate this album into your Old School Death Metal playlist.
AddToPlaylist,Is it possible for you to include the final entry from the urban space travellers in the music selection named black sabbath the dio years?
AddToPlaylist,Would you mind adding the last of the astronauts belonging to the ghetto into the playlist titled black sabbath the dio years?
AddToPlaylist,Could you incorporate the ultimate addition among the transitional voyagers residing in a disadvantaged community into the curated collection referred to as black sabbath the dio years?
AddToPlaylist,"Would you be able to include the final ghetto astronaut in the music selection named ""Black Sabbath: The Dio Years""?"
AddToPlaylist,"Is it possible for you to add the last of the astronauts from the ghetto into the playlist entitled ""Black Sabbath's Dio Years""?"
AddToPlaylist,"Could you append the latest ghetto astronaut to the collection of songs named ""Black Sabbath: The Dio Years""?"
AddToPlaylist,Add Jean Philippe Goncalves to my running playlist featuring rock music with a tempo range of 170 to 190 beats per minute.
AddToPlaylist,"Incorporate Jean Philippe Goncalves into my high-energy workout routine, playing rock songs with a speed between 170 and 190 bpm."
AddToPlaylist,Include Jean Philippe Goncalves in my exercise soundtrack consisting of rock tunes that have a tempo varying from 170 to 190 beats per minute.
AddToPlaylist,Could you add Jean Philippe Goncalves to my running playlist that has rock songs with a tempo range of 170 to 190 beats per minute?
AddToPlaylist,
AddToPlaylist,Please incorporate Jean Philippe Goncalves in my selection of running tracks which include rock music with a speed of 170-190 bpm.
AddToPlaylist,
AddToPlaylist,I need to have Jean Philippe Goncalves included in my running soundtrack consisting of rock tunes that are played at a pace between 170 and 190 beats per minute.
AddToPlaylist,Include the musician in the playlist for politically-driven punk songs.
AddToPlaylist,Append the name of the artist to the political punk playlist.
AddToPlaylist,Incorporate the artist's music into the collection of politically-oriented punk tracks.
AddToPlaylist,Include the musician in the playlist for political punk songs.
AddToPlaylist,Append the artist's name to the playlist that features politically-themed punk music.
AddToPlaylist,Incorporate the performer into the political punk playlist.
AddToPlaylist,Please include Tommy Johnson in The MetalSucks Playlist.
AddToPlaylist,"Could you add Tommy Johnson to The MetalSucks Playlist, please?"
AddToPlaylist,It would be great if Tommy Johnson was added to The MetalSucks Playlist.
AddToPlaylist,Could you insert Tommy Johnson into The MetalSucks Playlist?
AddToPlaylist,
AddToPlaylist,Is it possible to include Tommy Johnson in The MetalSucks Playlist?
AddToPlaylist,
AddToPlaylist,Would you kindly put Tommy Johnson on The MetalSucks Playlist?
AddToPlaylist,Include this performer in the cast of Showstopper Being Mary Jane.
AddToPlaylist,Add this artist to the line-up of Showstopper Being Mary Jane.
AddToPlaylist,Incorporate this musician into the ensemble of Showstopper Being Mary Jane.
AddToPlaylist,Include this performer in the line-up of Showstopper Being Mary Jane.
AddToPlaylist,Incorporate this artist into the list of talents to feature on Showstopper Being Mary Jane.
AddToPlaylist,Append this musician to the roster of performers for Showstopper Being Mary Jane.
AddToPlaylist,Can Millie Corretjer be included in the rhythm playlist?
AddToPlaylist,Is it possible to add Millie Corretjer to the rhythm playlist?
AddToPlaylist,May Millie Corretjer be added to the rhythm playlist?
AddToPlaylist,Can you include Millie Corretjer in the rhythm playlist?
AddToPlaylist,I would like to request for the addition of Millie Corretjer in the rhythm playlist.
AddToPlaylist,Is it possible to incorporate Millie Corretjer's songs into the rhythm playlist?
AddToPlaylist,Insert a song into the Jazzy Dinner playlist.
AddToPlaylist,Include another music track to the Jazzy Dinner selection.
AddToPlaylist,Append a new tune to the Jazzy Dinner collection.
AddToPlaylist,Can you include a song to the Jazzy Dinner playlist?
AddToPlaylist,Is it possible to add a new track to the Jazzy Dinner collection?
AddToPlaylist,Would you like to append a melody to the Jazzy Dinner music selection?
AddToPlaylist,Could you contribute a music track to Indie Hipster?
AddToPlaylist,Would you mind including a song on Indie Hipster?
AddToPlaylist,Can you insert a musical piece onto Indie Hipster?
AddToPlaylist,Incorporate a track into Indie Hipster.
AddToPlaylist,Append a piece of music to Indie Hipster.
AddToPlaylist,Integrate a melody into Indie Hipster.
AddToPlaylist,Is it possible to add this track to my stress-free song list?
AddToPlaylist,May I include this melody in my playlist for relaxation?
AddToPlaylist,Would it be alright to incorporate this tune into my tension-free music collection?
